step,loss,lr,elapsed_s
14040,0.010719,2.133e-05,615.9
14060,0.012177,2.120e-05,616.7
14080,0.011861,2.107e-05,617.6
14100,0.010722,2.094e-05,618.5
14120,0.010417,2.081e-05,619.3
14140,0.010459,2.068e-05,620.1
14160,0.009826,2.055e-05,620.9
14180,0.011238,2.042e-05,621.8
14200,0.010411,2.029e-05,622.6
14220,0.010100,2.016e-05,623.4
14240,0.009791,2.003e-05,624.3
14260,0.010446,1.990e-05,625.2
14280,0.010794,1.977e-05,626.1
14300,0.010772,1.964e-05,626.9
14320,0.010605,1.951e-05,627.7
14340,0.010466,1.939e-05,628.5
14360,0.012045,1.926e-05,629.3
14380,0.009798,1.913e-05,630.1
14400,0.009960,1.901e-05,630.9
14420,0.009593,1.888e-05,631.8
14440,0.009618,1.875e-05,632.6
14460,0.012092,1.863e-05,633.4
14480,0.010552,1.850e-05,634.2
14500,0.010927,1.838e-05,635.0
14520,0.010798,1.825e-05,636.3
14540,0.010664,1.813e-05,637.2
14560,0.009757,1.800e-05,638.0
14580,0.009796,1.788e-05,638.9
14600,0.009226,1.776e-05,639.7
14620,0.008917,1.763e-05,640.6
14640,0.009435,1.751e-05,641.5
14660,0.009799,1.739e-05,642.3
14680,0.010446,1.727e-05,643.2
